ciiu,descripcion
P8530.01       ,"EDUCACIÓN DE POSTBACHILLERATO Y NIVEL TÉCNICO SUPERIOR, DESTINADO A LA FORMACIÓN Y CAPACITACIÓN PARA LABORES DE CARÁCTER OPERATIVO, CORRESPONDEN A ESTE NIVEL LOS TÍTULOS PROFESIONALES DE TÉCNICO O TECNÓLOGO."
P8530.02       ,"EDUCACIÓN DE TERCER NIVEL, DESTINADO A LA FORMACIÓN BÁSICA EN UNA DISCIPLINA O A LA CAPACITACIÓN PARA EL EJERCICIO DE UNA PROFESIÓN. CORRESPONDEN A ESTE NIVEL EL GRADO DE LICENCIADO Y LOS TÍTULOS PROFESIONALES UNIVERSITARIOS O POLITÉCNICOS, QUE SON EQUIVALENTES, INCLUIDO LAS ACTIVIDADES DE ESCUELAS DE ARTES INTERPRETATIVAS QUE IMPARTEN ENSEÑANZA SUPERIOR."
P8530.03       ,"EDUCACIÓN DE CUARTO NIVEL O DE POSGRADO, DESTINADO A LA ESPECIALIZACIÓN CIENTÍFICA O ENTRENAMIENTO PROFESIONAL AVANZADO. CORRESPONDEN A ESTE NIVEL LOS TÍTULOS INTERMEDIOS DE POSTGRADO DE ESPECIALISTA Y DIPLOMA SUPERIOR Y LOS GRADOS DE MAGÍSTER Y DOCTOR."
P854           ,OTROS TIPOS DE ENSEÑANZA.
P8541          ,ENSEÑANZA DEPORTIVA Y RECREATIVA.
P8541.0        ,ENSEÑANZA DEPORTIVA Y RECREATIVA.
P8541.01       ,"ENSEÑANZA EN ADIESTRAMIENTO DEPORTIVO: BÉISBOL, BASKETBALL, VOLLEYBALL, FÚTBOL, ETCÉTERA."
P8541.02       ,"ENSEÑANZA DE GIMNASIA, YOGA."
P8541.03       ,ENSEÑANZA DE EQUITACIÓN EN ACADEMIAS O ESCUELAS.
P8541.04       ,ENSEÑANZA DE NATACIÓN.
P8541.05       ,ENSEÑANZA DE ARTES MARCIALES.
P8541.09       ,"OTRO TIPO DE ENSEÑANZA DEPORTIVA Y RECREATIVA COMO: ACTIVIDADES DE ADIESTRAMIENTO EN CAMPAMENTOS DEPORTIVOS, CLASES DE JUEGO DE CARTAS POR EJEMPLO BRIDGE, ACTIVIDADES DE INSTRUCTORES, PROFESORES Y ENTRENADORES DEPORTIVOS, ENSEÑANZA PARA ANIMADORES DEPORTIVOS"
P8542          ,ENSEÑANZA CULTURAL.
P8542.0        ,ENSEÑANZA CULTURAL.
P8542.01       ,CLASES DE PIANO Y OTRAS ACTIVIDADES DE FORMACIÓN MUSICAL.
P8542.02       ,"ACTIVIDADES DE FORMACIÓN ARTÍSTICA, ESCUELAS DE TEATRO, ESCUELAS DE BELLAS ARTES Y ESCUELAS DE ARTES INTERPRETATIVAS (EXCEPTO LAS ACADÉMICAS)."
P8542.03       ,ESCUELAS Y ACADEMIAS DE BAILE.
P8542.04       ,ESCUELAS DE FOTOGRAFÍA (EXCEPTO LAS COMERCIALES).
P8549          ,OTROS TIPOS DE ENSEÑANZA N.C.P.
P8549.1        ,OTROS TIPOS DE FORMACIÓN EDUCACIONAL PARA DESARROLLO PERSONAL.
P8549.11       ,"ACTIVIDADES DE ENSEÑANZA QUE NO PUEDE ASIGNARSE A UN NIVEL DETERMINADO, INCLUYE LOS PROCESOS DE FORMACIÓN DOCENTE DE CAPACITACIÓN Y PERFECCIONAMIENTO."
P8549.12       ,"ACTIVIDADES DE SERVICIOS DE  DEBERES DIRIGIDOS, TUTORÍA ACADÉMICA, PREPARACIÓN PARA EL INGRESO A LA UNIVERSIDAD, CENTROS DE ENSEÑANZA QUE OFRECEN CURSOS DE RECUPERACIÓN Y CURSOS DE REPASO PARA EXÁMENES PROFESIONALES."
P8549.13       ,ACTIVIDADES DE ENSEÑANZA DE IDIOMAS Y CLASES DE CONVERSACIÓN.
P8549.14       ,ACTIVIDADES DE ENSEÑANZA DE MÉTODOS DE LECTURA RÁPIDA Y CURSOS DE ORATORIA.
P8549.15       ,ACTIVIDADES DE FORMACIÓN RELIGIOSA.
P8549.16       ,"ACTIVIDADES DE CENTROS DE CAPACITACIÓN ARTESANAL: CORTE Y CONFECCIÓN, CARPINTERÍA, TALLADO EN MADERA, MANUALIDADES, ETCÉTERA."
P8549.17       ,ACTIVIDADES DE CAPACITACIÓN EN INFORMÁTICA.
P8549.9        ,OTROS TIPOS DE ENSEÑANZA N.C.P.
P8549.91       ,ACTIVIDADES DE ESCUELAS DE CONDUCIR QUE NO CONCEDEN CERTIFICADOS NI PERMISOS PROFESIONALES.
P8549.92       ,ACTIVIDADES DE ESCUELAS DE VUELO.
P8549.93       ,ACTIVIDADES DE CAPACITACIÓN DE SOCORRISTAS Y CURSOS DE SUPERVIVENCIA.
P855           ,ACTIVIDADES DE APOYO A LA ENSEÑANZA.
P8550          ,ACTIVIDADES DE APOYO A LA ENSEÑANZA.
P8550.0        ,ACTIVIDADES DE APOYO A LA ENSEÑANZA.
P8550.00       ,"PRESTACIÓN DE SERVICIOS NO EDUCATIVOS DE APOYO A PROCESOS O SISTEMAS EDUCATIVOS COMO CONSULTORÍA DE EDUCACIÓN, ORIENTACIÓN EDUCATIVA, SERVICIOS DE EXÁMENES Y EVALUACIÓN DE LOS MISMOS, ORGANIZACIÓN DE PROGRAMAS DE INTERCAMBIO DE ESTUDIANTES."
Q              ,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.
Q86            ,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA.
Q861           ,ACTIVIDADES DE HOSPITALES Y CLÍNICAS.
Q8610          ,ACTIVIDADES DE HOSPITALES Y CLÍNICAS.
Q8610.0        ,ACTIVIDADES DE HOSPITALES Y CLÍNICAS.
Q8610.01       ,"ACTIVIDADES A CORTO Y A LARGO PLAZO DE LOS HOSPITALES BÁSICOS Y GENERALES, ES DECIR, ACTIVIDADES MÉDICAS, DE DIAGNÓSTICO Y DE TRATAMIENTO (HOSPITALES: COMUNITARIOS Y REGIONALES, DE ORGANIZACIONES SIN FINES DE LUCRO, UNIVERSITARIOS, DE BASES MILITARES Y DE PRISIONES, DEL MINISTERIO DE GOBIERNO Y POLICÍA, DEL MINISTERIO DE DEFENSA NACIONAL, DE LA JUNTA DE BENEFICENCIA, DEL SEGURO SOCIAL, FISCO MISIONALES)."
Q8610.02       ,"ACTIVIDADES A CORTO Y A LARGO PLAZO DE CLÍNICAS DEL DÍA, BÁSICAS Y GENERALES, ES DECIR, ACTIVIDADES MÉDICAS, DE DIAGNÓSTICO Y DE TRATAMIENTO."
Q8610.03       ,"ACTIVIDADES A CORTO Y A LARGO PLAZO DE LOS HOSPITALES ESPECIALIZADOS, ES DECIR, ACTIVIDADES MÉDICAS, DE DIAGNÓSTICO Y DE TRATAMIENTO (HOSPITALES PARA ENFERMOS MENTALES, CENTROS DE REHABILITACIÓN, HOSPITALES PARA ENFERMEDADES INFECCIOSAS, DE MATERNIDAD, SANATORIOS ESPECIALIZADOS, ETCÉTERA)."
Q8610.04       ,"ACTIVIDADES A CORTO Y A LARGO PLAZO DE CLÍNICAS ESPECIALIZADAS, ES DECIR, ACTIVIDADES MÉDICAS, DE DIAGNÓSTICO Y DE TRATAMIENTO (CLÍNICAS PARA ENFERMOS MENTALES, DE REHABILITACIÓN, PARA ENFERMEDADES INFECCIOSAS, DE MATERNIDAD, ETCÉTERA)."
Q8610.05       ,"SERVICIOS DE CENTROS DE PLANIFICACIÓN FAMILIAR QUE PROVEE TRATAMIENTOS MÉDICOS, COMO LOS DE ESTERILIZACIÓN Y DE INTERRUPCIÓN DEL EMBARAZO, CON ALOJAMIENTO."
Q862           ,ACTIVIDADES DE MÉDICOS Y ODONTÓLOGOS.
Q8620          ,ACTIVIDADES DE MÉDICOS Y ODONTÓLOGOS.
Q8620.0        ,ACTIVIDADES DE MÉDICOS Y ODONTÓLOGOS.
Q8620.01       ,"CONSULTA Y TRATAMIENTO POR MÉDICOS GENERALES Y ESPECIALISTAS. ESTAS ACTIVIDADES PUEDEN REALIZARSE EN CONSULTORIOS PRIVADOS, EN CONSULTORIOS COLECTIVOS, EN CLÍNICAS AMBULATORIAS, EN CLÍNICAS ANEXAS A EMPRESAS, ESCUELAS, RESIDENCIAS DE ANCIANOS U ORGANIZACIONES SINDICALES O FRATERNALES Y EN LOS PROPIOS DOMICILIOS DE LOS PACIENTES."
Q8620.02       ,"ACTIVIDADES DE ATENCIÓN ODONTOLÓGICA DE CARÁCTER GENERAL O ESPECIALIZADO, POR EJEMPLO, ODONTOLOGÍA, ENDODONCIA Y ODONTOLOGÍA PEDIÁTRICA; ESTOMATOLOGÍA; ORTODONCIA. ESTAS ACTIVIDADES PUEDEN REALIZARSE EN CONSULTORIOS PRIVADOS, EN CONSULTORIOS COLECTIVOS, EN CLÍNICAS AMBULATORIAS, EN CLÍNICAS ANEXAS A EMPRESAS, ESCUELAS, RESIDENCIAS DE ANCIANOS U ORGANIZACIONES SINDICALES O FRATERNALES Y EN LOS PROPIOS DOMICILIOS DE LOS PACIENTES."
Q8620.03       ,"SERVICIOS DE CENTROS DE PLANIFICACIÓN FAMILIAR QUE PROVEE TRATAMIENTOS MÉDICOS, COMO LOS DE ESTERILIZACIÓN Y DE INTERRUPCIÓN DEL EMBARAZO, SIN ALOJAMIENTO."
Q8620.04       ,ACTIVIDADES DE ATENCIÓN ODONTOLÓGICA EN SALAS DE OPERACIONES.
Q8620.05       ,SERVICIOS DE ASISTENCIA MÉDICA PRIVADA A PACIENTES INTERNOS POR MÉDICOS EXTERNOS.
Q869           ,OTRAS ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA.
Q8690          ,OTRAS ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA.
Q8690.1        ,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA QUE NO SE REALIZAN EN HOSPITALES.
Q8690.11       ,"ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA REALIZADAS POR ENFERMEROS, ENFERMERAS Y AUXILIARES DE ENFERMERÍA, QUE NO SE LLEVAN A CABO EN HOSPITALES NI ENTRAÑAN LA PARTICIPACIÓN DE MÉDICOS NI DE ODONTÓLOGOS."
Q8690.12       ,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA REALIZADAS POR PERSONAL PARAMÉDICO ESPECIALIZADO QUE NO SE LLEVAN A CABO EN HOSPITALES NI ENTRAÑAN LA PARTICIPACIÓN DE MÉDICOS NI DE ODONTÓLOGOS.
Q8690.13       ,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA REALIZADAS POR PERSONAL ESPECIALIZADO EN OPTOMETRÍA Y OFTALMOLOGÍA QUE NO SE LLEVAN A CABO EN HOSPITALES NI ENTRAÑAN LA PARTICIPACIÓN DE MÉDICOS NI DE ODONTÓLOGOS.
Q8690.14       ,"ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA REALIZADAS POR PERSONAL ESPECIALIZADO EN QUIROPRÁCTICA, QUE NO SE LLEVAN A CABO EN HOSPITALES NI ENTRAÑAN LA PARTICIPACIÓN DE MÉDICOS NI DE ODONTÓLOGOS."
Q8690.15       ,"ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA REALIZADAS POR PERSONAL ESPECIALIZADO EN ACUPUNTURA, QUE NO SE LLEVAN A CABO EN HOSPITALES NI ENTRAÑAN LA PARTICIPACIÓN DE MÉDICOS NI DE ODONTÓLOGOS."
Q8690.16       ,"ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA REALIZADAS POR PERSONAL ESPECIALIZADO EN HOMEOPATÍA, QUE NO SE LLEVAN A CABO EN HOSPITALES NI ENTRAÑAN LA PARTICIPACIÓN DE MÉDICOS NI DE ODONTÓLOGOS."
Q8690.17       ,"ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA REALIZADAS POR: PARTERAS,  PERSONAL ESPECIALIZADO EN FISIOTERAPIA, HIDROTERAPIA, MASAJE TERAPÉUTICO, ERGOTERAPIA, LOGOTERAPIA, PODOLOGÍA, ETCÉTERA; QUE NO SE LLEVAN A CABO EN HOSPITALES NI ENTRAÑAN LA PARTICIPACIÓN DE MÉDICOS NI DE ODONTÓLOGOS."
Q8690.18       ,"ACTIVIDADES DE PERSONAL PARAMÉDICO DE ODONTOLOGÍA,  COMO TERAPEUTAS DENTALES, ENFERMEROS ESCOLARES CON CONOCIMIENTOS DE ODONTOLOGÍA E HIGIENISTAS DENTALES, QUE PUEDEN ATENDER A PACIENTES SIN LA PRESENCIA DEL ODONTÓLOGO PERO SON SUPERVISADOS PERIÓDICAMENTE POR ÉSTE."
Q8690.2        ,ACTIVIDADES DE LABORATORIOS MÉDICOS.
Q8690.21       ,ACTIVIDADES DE LABORATORIOS DE RADIOLOGÍA (RAYOS X) Y OTROS CENTROS DE DIAGNÓSTICO POR IMAGEN.
Q8690.22       ,"ACTIVIDADES DE LABORATORIOS CLÍNICOS DE ANÁLISIS DE SANGRE, ORINA, ETCÉTERA."
Q8690.9        ,OTROS SERVICIOS AUXILIARES DE LA SALUD HUMANA.
Q8690.91       ,TRANSPORTE DE PACIENTES EN AMBULANCIAS CORRIENTES Y AMBULANCIAS AÉREAS. ESTOS SERVICIOS SE PRESTAN A MENUDO DURANTE UNA SITUACIÓN DE EMERGENCIA MÉDICA.
Q8690.92       ,"ACTIVIDADES DE BANCO DE SANGRE, DE ESPERMA, DE ÓRGANOS PARA TRANSPLANTES, ETCÉTERA."
Q8690.99       ,"OTROS SERVICIOS AUXILIARES AL TRATAMIENTO MÉDICO N.C.P. COMO APLICACIÓN DE VACUNAS, MEDICIÓN DE LA PRESIÓN ARTERIAL Y LA CAPACIDAD AUDITIVA, ETCÉTERA."
Q87            ,ACTIVIDADES DE ATENCIÓN EN INSTITUCIONES.
Q871           ,ACTIVIDADES DE ATENCIÓN DE ENFERMERÍA EN INSTITUCIONES.
Q8710.0        ,ACTIVIDADES DE ATENCIÓN DE ENFERMERÍA EN INSTITUCIONES.
Q8710.01       ,ACTIVIDADES DE RESIDENCIAS DE ANCIANOS CON ATENCIÓN DE ENFERMERÍA.
Q8710.02       ,"ACTIVIDADES DE CASAS DE CONVALECENCIA, CLÍNICAS DE REPOSO CON ATENCIÓN DE ENFERMERÍA Y RESIDENCIAS CON CUIDADOS DE ENFERMERÍA."
Q8710.03       ,ACTIVIDADES DE CASAS DE SALUD.
Q872           ,"ACTIVIDADES DE ATENCIÓN EN INSTITUCIONES PARA PERSONAS CON RETRASO MENTAL, ENFERMOS MENTALES Y TOXICÓMANOS."
Q8720          ,"ACTIVIDADES DE ATENCIÓN EN INSTITUCIONES PARA PERSONAS CON RETRASO MENTAL, ENFERMOS MENTALES Y TOXICÓMANOS."
Q8720.0        ,"ACTIVIDADES DE ATENCIÓN EN INSTITUCIONES PARA PERSONAS CON RETRASO MENTAL, ENFERMOS MENTALES Y TOXICÓMANOS."
Q8720.01       ,SERVICIOS DE ATENCIÓN EN INSTALACIONES PARA EL TRATAMIENTO DEL ALCOHOLISMO Y LA DROGODEPENDENCIA.
Q8720.02       ,"SERVICIOS DE ATENCIÓN EN CASAS DE CONVALECENCIA PSIQUIÁTRICA, SERVICIOS DE ATENCIÓN EN HOGARES RESIDENCIALES COLECTIVOS PARA PERSONAS CON PERTURBACIONES EMOCIONALES Y SERVICIOS DE ATENCIÓN EN HOGARES DE TRANSICIÓN PARA ENFERMOS MENTALES."
Q8720.03       ,SERVICIOS DE ATENCIÓN EN INSTALACIONES PARA PERSONAS CON RETRASO MENTAL.
Q873           ,ACTIVIDADES DE ATENCIÓN EN INSTITUCIONES PARA PERSONAS DE EDAD Y PERSONAS CON DISCAPACIDAD.
Q8730          ,ACTIVIDADES DE ATENCIÓN EN INSTITUCIONES PARA PERSONAS DE EDAD Y PERSONAS CON DISCAPACIDAD.
Q8730.0        ,ACTIVIDADES DE ATENCIÓN EN INSTITUCIONES PARA PERSONAS DE EDAD Y PERSONAS CON DISCAPACIDAD.
Q8730.01       ,ACTIVIDADES DE ATENCIÓN EN INSTALACIONES RESIDENCIALES CON ASISTENCIA PARA LA VIDA COTIDIANA.
Q8730.02       ,"ACTIVIDADES DE ATENCIÓN EN HOGARES DE ANCIANOS CON ATENCIÓN MÍNIMA DE ENFERMERÍA, ACTIVIDADES DE ATENCIÓN EN CASAS DE REPOSO SIN ATENCIÓN DE ENFERMERÍA Y ACTIVIDADES DE ATENCIÓN EN COMUNIDADES DE JUBILADOS CON ATENCIÓN PERMANENTE."
Q879           ,OTRAS ACTIVIDADES DE ATENCIÓN EN INSTITUCIONES.
Q8790          ,OTRAS ACTIVIDADES DE ATENCIÓN EN INSTITUCIONES.
Q8790.0        ,OTRAS ACTIVIDADES DE ATENCIÓN EN INSTITUCIONES.
Q8790.01       ,"ACTIVIDADES DESTINADAS A PROPORCIONAR ASISTENCIA SOCIAL LAS 24 HORAS DEL DÍA A NIÑOS Y A DETERMINADAS CATEGORÍAS DE PERSONAS QUE NO PUEDEN VALERSE PLENAMENTE POR SÍ MISMAS, EN LAS QUE EL TRATAMIENTO MÉDICO O LA ENSEÑANZA NO SON COMPONENTES IMPORTANTES, COMO: ORFANATOS, HOGARES Y ALBERGUES INFANTILES, ALBERGUES TEMPORALES PARA PERSONAS SIN HOGAR E INSTITUCIONES QUE ATIENDEN A MADRES SOLTERAS Y A SUS HIJOS. ESTAS ACTIVIDADES PUEDEN SER REALIZADAS POR ORGANIZACIONES PÚBLICAS O PRIVADAS."
Q8790.02       ,"ACTIVIDADES DE ATENCIÓN EN HOGARES DE TRANSICIÓN COLECTIVOS PARA PERSONAS CON PROBLEMAS SOCIALES O PERSONALES, HOGARES DE TRANSICIÓN PARA DELINCUENTES Y CAMPAMENTOS DISCIPLINARIOS."
Q88            ,ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO.
Q881           ,ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO PARA PERSONAS DE EDAD Y PERSONAS CON DISCAPACIDAD.
Q8810          ,ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO PARA PERSONAS DE EDAD Y PERSONAS CON DISCAPACIDAD.
Q8810.0        ,ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO PARA PERSONAS DE EDAD Y PERSONAS CON DISCAPACIDAD.
Q8810.00       ,"SERVICIOS SOCIALES, DE ASESORAMIENTO, DE BIENESTAR SOCIAL, DE REMISIÓN Y SERVICIOS SIMILARES QUE PRESTAN A PERSONAS DE EDAD Y PERSONAS CON DISCAPACIDAD, EN SUS DOMICILIOS O EN OTROS LUGARES, ORGANIZACIONES PÚBLICAS O PRIVADAS, ORGANIZACIONES NACIONALES O LOCALES DE AUTOAYUDA Y ESPECIALISTAS EN SERVICIOS DE ASESORAMIENTO COMO VISITAS A ANCIANOS Y ENFERMOS, ACTIVIDADES DE ATENCIÓN DIURNA PARA ANCIANOS Y ADULTOS CON DISCAPACIDAD Y ACTIVIDADES DE ADIESTRAMIENTO Y READAPTACIÓN PROFESIONAL PARA PERSONAS CON DISCAPACIDAD, SIEMPRE QUE EL COMPONENTE DE EDUCACIÓN SEA LIMITADO."
Q889           ,OTRAS ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO.
Q8890          ,OTRAS ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO.
Q8890.0        ,OTRAS ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO.
Q8890.01       ,"ACTIVIDADES DE GUARDERÍA O ATENCIÓN DIURNA DE NIÑOS, INCLUYENDO EL CUIDADO DIURNO DE NIÑOS CON DISCAPACIDAD."
Q8890.02       ,SERVICIOS DIURNOS PARA PERSONAS SIN HOGAR Y OTROS GRUPOS SOCIALMENTE DESFAVORECIDOS.
Q8890.03       ,"ACTIVIDADES DE BIENESTAR SOCIAL Y DE ORIENTACIÓN PARA NIÑOS Y ADOLESCENTES, ACTIVIDADES DE ADOPCIÓN Y ACTIVIDADES PARA PREVENIR LA CRUELDAD CONTRA LOS NIÑOS Y OTRAS PERSONAS."
Q8890.04       ,"SERVICIOS DE ASESORAMIENTO EN ECONOMÍA DOMÉSTICA, DE ORIENTACIÓN MATRIMONIAL Y FAMILIAR, ASESORAMIENTO EN CUESTIONES CREDITICIAS Y DE DEUDA, ACTIVIDADES COMUNITARIAS Y VECINALES Y ACTIVIDADES DE REHABILITACIÓN Y HABILITACIÓN PROFESIONAL PARA PERSONAS DESEMPLEADAS, SIEMPRE QUE EL COMPONENTE DE EDUCACIÓN SEA LIMITADO."
Q8890.05       ,"ACTIVIDADES DE DETERMINACIÓN DEL DERECHO A RECIBIR PRESTACIONES SOCIALES, SUBSIDIOS DE ALQUILER O CUPONES DE ALIMENTOS."
Q8890.09       ,"ACTIVIDADES DE AYUDA A VÍCTIMAS DE DESASTRES, REFUGIADOS, INMIGRANTES, ETCÉTERA, INCLUIDO EL SUMINISTRO DE ALOJAMIENTO A ESAS PERSONAS A TÍTULO TEMPORAL O POR PERÍODOS PROLONGADOS, ACTIVIDADES DE BENEFICENCIA, COMO RECAUDACIÓN DE FONDOS Y OTRAS ACTIVIDADES DE APOYO CON FINES DE ASISTENCIA SOCIAL."
R              ,"ARTES, ENTRETENIMIENTO Y RECREACIÓN."
R90            ,"ACTIVIDADES CREATIVAS, ARTÍSTICAS Y DE ENTRETENIMIENTO."
R900           ,"ACTIVIDADES CREATIVAS, ARTÍSTICAS Y DE ENTRETENIMIENTO."
R9000          ,"ACTIVIDADES CREATIVAS, ARTÍSTICAS Y DE ENTRETENIMIENTO."
R9000.0        ,"ACTIVIDADES CREATIVAS, ARTÍSTICAS Y DE ENTRETENIMIENTO."
R9000.01       ,"PRODUCCIÓN DE OBRAS DE TEATRO, CONCIERTOS, ÓPERAS, ESPECTÁCULOS DE DANZA Y OTRAS ACTIVIDADES ESCÉNICAS COMO LAS ACTIVIDADES DE GRUPOS, CIRCOS O COMPAÑÍAS, ORQUESTAS O BANDAS, INCLUIDO ACTIVIDADES COMPLEMENTARIAS PARA LA PRODUCCIÓN Y OTRAS ACTIVIDADES ESCÉNICAS REALIZADAS EN DIRECTO COMO: ACTIVIDADES DE DIRECTORES, PRODUCTORES, DISEÑADORES Y CONSTRUCTORES DE ESCENARIOS, TRAMOYISTAS, MANEJO DE TELONES, TÉCNICOS DE ILUMINACIÓN Y SONIDO, ETCÉTERA."
R9000.02       ,"ACTIVIDADES DE ARTISTAS INDIVIDUALES, COMO ESCRITORES, DIRECTORES,  MÚSICOS, CONFERENCISTAS U ORADORES, ESCENÓGRAFOS, CONSTRUCTORES DE DECORADOS, ETCÉTERA; ESCRITORES DE TODO TIPO, POR EJEMPLO, OBRAS DE FICCIÓN, DE OBRAS TÉCNICAS, ETCÉTERA., ACTIVIDADES DE ESCULTORES, PINTORES, DIBUJANTES, CARICATURISTAS, GRABADORES, ETCÉTERA, SE INCLUYE LA RESTAURACIÓN DE OBRAS DE ARTE, COMO CUADROS, ETCÉTERA Y ACTIVIDADES DE LOS MODELOS INDEPENDIENTES."
R9000.03       ,"GESTIÓN DE SALAS DE CONCIERTOS, TEATROS Y OTRAS INSTALACIONES SIMILARES."
R9000.04       ,"ACTIVIDADES DE PRODUCTORES O EMPRESARIOS DE ESPECTÁCULOS ARTÍSTICOS EN VIVO, APORTEN O NO ELLOS MISMOS LAS INSTALACIONES CORRESPONDIENTES."
R9000.05       ,ACTIVIDADES DE PERIODISTAS INDEPENDIENTES.
R91            ,"ACTIVIDADES DE BIBLIOTECAS, ARCHIVOS, MUSEOS Y OTRAS ACTIVIDADES CULTURALES."
R910           ,"ACTIVIDADES DE BIBLIOTECAS, ARCHIVOS, MUSEOS Y OTRAS ACTIVIDADES CULTURALES."
R9101          ,ACTIVIDADES DE BIBLIOTECAS Y ARCHIVOS.
R9101.0        ,ACTIVIDADES DE BIBLIOTECAS Y ARCHIVOS.
R9101.00       ,"ACTIVIDADES DE DOCUMENTACIÓN E INFORMACIÓN REALIZADAS POR BIBLIOTECAS DE TODO TIPO, SALAS DE LECTURA, AUDICIÓN Y PROYECCIÓN, ARCHIVOS PÚBLICOS ABIERTOS AL PÚBLICO EN GENERAL O A DETERMINADAS CATEGORÍAS DE PERSONAS, COMO ESTUDIANTES, CIENTÍFICOS, EMPLEADOS DE LA ORGANIZACIÓN A LA QUE PERTENECE LA BIBLIOTECA, Y GESTIÓN DE ARCHIVOS DE LA ADMINISTRACIÓN PÚBLICA: ORGANIZACIÓN DE FONDOS BIBLIOGRÁFICOS, CATALOGACIÓN DE COLECCIONES, MANTENIMIENTO Y PRÉSTAMO DE LIBROS, MAPAS, REVISTAS, PELÍCULAS, DISCOS, CINTAS GRABADAS, OBRAS DE ARTE, ETCÉTERA; ACTIVIDADES DE BÚSQUEDA PARA ATENDER A SOLICITUDES DE INFORMACIÓN, SERVICIO DE ARCHIVOS FOTOGRÁFICOS Y BANCOS DE IMÁGENES."
R9102          ,ACTIVIDADES DE MUSEOS Y GESTIÓN DE LUGARES Y EDIFICIOS HISTÓRICOS.
R9102.0        ,ACTIVIDADES DE MUSEOS Y GESTIÓN DE LUGARES Y EDIFICIOS HISTÓRICOS.
R9102.00       ,"ACTIVIDADES DE MUSEOS DE ARTE, ORFEBRERÍA, MUEBLES, TRAJES, CERÁMICA, PLATERÍA, MUSEOS DE HISTORIA NATURAL Y DE CIENCIAS, MUSEOS TECNOLÓGICOS, HISTÓRICOS, MILITARES Y AL AIRE LIBRE; SE INCLUYE LA GESTIÓN DE LUGARES Y EDIFICIOS HISTÓRICOS Y OTROS MUSEOS ESPECIALIZADOS."
R9103          ,ACTIVIDADES DE JARDINES BOTÁNICOS Y ZOOLÓGICOS Y RESERVAS NATURALES.
R9103.0        ,ACTIVIDADES DE JARDINES BOTÁNICOS Y ZOOLÓGICOS Y RESERVAS NATURALES.
R9103.01       ,"GESTIÓN DE JARDINES BOTÁNICOS Y ZOOLÓGICOS, INCLUIDOS ZOOLÓGICOS INFANTILES."
R9103.02       ,"GESTIÓN DE RESERVAS NATURALES, INCLUIDAS LAS ACTIVIDADES DE PRESERVACIÓN DE LA FLORA Y FAUNA SILVESTRES, ETCÉTERA."
R92            ,ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS.
R920           ,ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS.
R9200          ,ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS.
R9200.0        ,ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS.
R9200.01       ,VENTA DE BOLETOS DE LOTERÍA.
R9200.02       ,"GESTIÓN (EXPLOTACIÓN) DE MÁQUINAS DE JUEGOS DE AZAR ACCIONADAS CON MONEDAS Y EXPLOTACIÓN DE CASINOS, INCLUIDOS CASINOS FLOTANTES, BILLARES, ETCÉTERA."
R9200.03       ,"GESTIÓN DE SITIOS DE INTERNET DEDICADOS A LOS JUEGOS DE AZAR VIRTUALES, VIDEOJUEGOS."
R9200.04       ,APUESTAS SOBRE CARRERAS DE CABALLOS EN EL PROPIO HIPÓDROMO Y FUERA DEL HIPÓDROMO Y OTROS SERVICIOS DE APUESTAS.
R93            ,"ACTIVIDADES DEPORTIVAS, DE ESPARCIMIENTO Y RECREATIVAS."
R931           ,ACTIVIDADES DEPORTIVAS.
R9311          ,EXPLOTACIÓN DE INSTALACIONES DEPORTIVAS.
R9311.0        ,EXPLOTACIÓN DE INSTALACIONES DEPORTIVAS.
